author,title,study_type,study_duration,season,study_years,location,parameter_name,parameter_origin,parameter_unit,sample_size,parameter_lifestage,parameter_value,informationCategory,submechanism,type,name
Wickham and Berninger (2007),"krill larvae, copepods and the microbial food web: interactions during the antarctic fall",observation,weeks,autumn,2001,Bellinghausen Sea,grazingFurcilia:heterotrophicNanoplankton,observation,NA,8,larvae,NA,correlation,overwintering,function,ingestion
Wickham and Berninger (2007),"krill larvae, copepods and the microbial food web: interactions during the antarctic fall",observation,weeks,autumn,2001,Bellinghausen Sea,grazingFurcilia:heterotrophicNanoplankton,observation,NA,8,larvae,NA,correlation,overwintering,function,assimilation
Wickham and Berninger (2007),"krill larvae, copepods and the microbial food web: interactions during the antarctic fall",observation,weeks,autumn,2001,Bellinghausen Sea,grazingFurcilia:phototrophicNanoplankton,observation,NA,8,larvae,NA,correlation,overwintering,function,ingestion
Wickham and Berninger (2007),"krill larvae, copepods and the microbial food web: interactions during the antarctic fall",observation,weeks,autumn,2001,Bellinghausen Sea,grazingFurcilia:phototrophicNanoplankton,observation,NA,8,larvae,NA,correlation,overwintering,function,assimilation
Wickham and Berninger (2007),"krill larvae, copepods and the microbial food web: interactions during the antarctic fall",observation,weeks,autumn,2001,Bellinghausen Sea,grazingFurcilia:Oithona,observation,NA,8,larvae,NA,correlation,overwintering,function,ingestion
Wickham and Berninger (2007),"krill larvae, copepods and the microbial food web: interactions during the antarctic fall",observation,weeks,autumn,2001,Bellinghausen Sea,grazingFurcilia:Oithona,observation,NA,8,larvae,NA,correlation,overwintering,function,assimilation
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,ivlevFunctionalResponseParameterA1WaterColumn,mechanistic model,NA,NA,larvae,0.0308,"parameter, validation",overwintering,function,ingestion
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,ivlevFunctionalResponseParameterA2WaterColumn,mechanistic model,NA,NA,larvae,0.0369,"parameter, validation",overwintering,function,ingestion
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,ivlevFunctionalResponseParameterR1WaterColumn,mechanistic model,NA,NA,larvae,0.1585,"parameter, validation",overwintering,function,ingestion
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,ivlevFunctionalResponseParameterR2WaterColumn,mechanistic model,NA,NA,larvae,0.1126,"parameter, validation",overwintering,function,ingestion
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,SeaIceBiotaIngestionParameter1,mechanistic model,NA,NA,larvae,0.92,"parameter, validation",overwintering,function,ingestion
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,SeaIceBiotaIngestionParameter2,mechanistic model,NA,NA,larvae,2.84,"parameter, validation",overwintering,function,ingestion
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,SeaIceBiotaIngestionParameter3,mechanistic model,NA,NA,larvae,-0.248,"parameter, validation",overwintering,function,ingestion
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,SeaIceBiotaIngestionParameter4,mechanistic model,NA,NA,larvae,-0.92,"parameter, validation",overwintering,function,ingestion
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,winter,2001-2002,Antarctic Peninsula,tempDependentRespirationRateParameter1,mechanistic model,ul O2 mgWW-1,NA,larvae,0.141,"parameter, validation",overwintering,function,maintenance _respiration
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,tempDependentRespirationRateParameter2,mechanistic model,1/C,NA,larvae,0.1017,"parameter, validation",overwintering,function,maintenance _respiration
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,oxygenToCo2Conversion,mechanistic model,ugCO2 ulO2-1,NA,larvae,0.72,"parameter, validation",overwintering,function,maintenance _respiration
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,assimilationEfficiency,mechanistic model,NA,NA,larvae,0.8,"parameter, validation",overwintering,function,assimilation
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,assimilationEfficiency,mechanistic model,NA,NA,larvae,0.8,"parameter, validation",overwintering,function,assimilation
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,assimilationEfficiency,mechanistic model,NA,NA,larvae,0.8,"parameter, validation",overwintering,function,assimilation
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,feedingTimeSeaIceWaterColumn,mechanistic model,NA,NA,larvae,NA,parameter,overwintering,function,ingestion
Lowe et al. (2012),simulating larval antarctic krill growth and condition factor during fall and winter in response to environmental variability,hybrid,months,"autumn, winter",2001-2002,Antarctic Peninsula,metabolicSwitchConditionFactor,mechanistic model,ugC mm-3,NA,larvae,0.55,parameter,overwintering,function,maintenance _respiration
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToRespirationRateRR0,reference,muL h-1 mgDW-1,NA,larvae,0.686,"parameter, validation",overwintering,function,maintenance _respiration
"Hofmann, E. F. and Lascara, C. M. (2000)",modeling the growth dynamics of antarctic krill euphausia superba,model,years,"summer, autumn, winter, spring",NA,Antarctic Peninsula,dryWeightToRespirationRateExponent,reference,NA,NA,larvae,1.031,"parameter, validation",overwintering,function,maintenance _respiration
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,calyptotis III clearance rate,200um mesh net,ml (mgBodyC)-1 h-1,18,larvae,CR = -19.72*ln(food_ug_C l-1) + 142.37,"parameter, validation",overwintering,function,ingestion
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia I clearance rate,200um mesh net,ml (mgBodyC)-1 h-1,16,larvae,CR = -17.34*ln(food_ug_C l-1) + 125.88,"parameter, validation",overwintering,function,ingestion
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia II clearance rate,200um mesh net,ml (mgBodyC)-1 h-1,6,larvae,CR = -8.71*ln(food_ug_C l-1) + 66.91,"parameter, validation",overwintering,function,ingestion
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,calyptotis III diatom size specific clearance rate,200um mesh net,ml (mgBodyC)-1 h-1,162,larvae,CR = -0.43*(cellSize) + 57.43,"parameter, validation",overwintering,function,ingestion
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia I diatom size specific clearance rate,200um mesh net,ml (mgBodyC)-1 h-1,144,larvae,CR = -0.28*(cellSize) + 44.63,"parameter, validation",overwintering,function,ingestion
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia II diatom size specific clearance rate,200um mesh net,ml (mgBodyC)-1 h-1,54,larvae,CR = 0.06*(cellSize) + 17.86,"parameter, validation",overwintering,function,ingestion
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,calyptotis III motile taxa size specific clearance rate,200um mesh net,ml (mgBodyC)-1 h-1,72,larvae,CR = 0.187*(cellSize) + 13.08,"parameter, validation",overwintering,function,ingestion
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia I motile taxa size specific clearance rate,200um mesh net,ml (mgBodyC)-1 h-1,64,larvae,CR = 0.246*(cellSize) + 10.23,"parameter, validation",overwintering,function,ingestion
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia II motile taxa size specific clearance rate,200um mesh net,ml (mgBodyC)-1 h-1,24,larvae,CR =0.309*(cellSize) + 4.216,"parameter, validation",overwintering,function,ingestion
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,carbon assimilation efficiency,200um mesh net,NA,NA,larvae,0.7-0.92,"parameter, validation",overwintering,function,assimilation
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,respiration rates,200um mesh net,ul O2 mg DM-1 h-1,NA,larvae,0.7-1.1,"parameter, validation",overwintering,function,maintenance _respiration
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,calyptotis III daily C loss,200um mesh net,% body C d-1,15,larvae,DCL=0.007*(food_ug_C_l-1) + 0.424,"parameter, validation",overwintering,function,maintenance _respiration
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia I daily C loss,200um mesh net,% body C d-1,16,larvae,DCL=0.003*(food_ug_C_l-1) + 0.589,"parameter, validation",overwintering,function,maintenance _respiration
Meyer et al (2003),feeding and energy budgets of larval antarctic krill euphausia superba in summer,observation,days,"summer, autumn",2000,Antarctic Peninsula,furcilia II daily C loss,200um mesh net,% body C d-1,12,larvae,DCL=0.003*(food_ug_C_l-1) + 1.198,"parameter, validation",overwintering,function,maintenance _respiration
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion calyptotis I,NA,ug C d-1,NA,larvae,6.33,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion calyptotis II,NA,ug C d-1,NA,larvae,11.87,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion calyptotis III,NA,ug C d-1,NA,larvae,25.94,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion furcilia I,NA,ug C d-1,NA,larvae,21.64,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion furcilia II,NA,ug C d-1,NA,larvae,18.82,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion furcilia III,NA,ug C d-1,NA,larvae,24.03,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion furcilia IV,NA,ug C d-1,NA,larvae,22.26,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis I,NA,% day-1,NA,larvae,19.7,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis I,NA,% day-1,NA,larvae,19.7,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis I,NA,% day-1,NA,larvae,19.7,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis I,NA,% day-1,NA,larvae,19.7,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis II,NA,% day-1,NA,larvae,19.1,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis II,NA,% day-1,NA,larvae,19.1,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis II,NA,% day-1,NA,larvae,19.1,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis II,NA,% day-1,NA,larvae,19.1,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis III,NA,% day-1,NA,larvae,17.8,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis III,NA,% day-1,NA,larvae,17.8,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis III,NA,% day-1,NA,larvae,17.8,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis III,NA,% day-1,NA,larvae,17.8,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia I,NA,% day-1,NA,larvae,8.5,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia I,NA,% day-1,NA,larvae,8.5,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia I,NA,% day-1,NA,larvae,8.5,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia I,NA,% day-1,NA,larvae,8.5,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia II,NA,% day-1,NA,larvae,5.7,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia II,NA,% day-1,NA,larvae,5.7,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia II,NA,% day-1,NA,larvae,5.7,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia II,NA,% day-1,NA,larvae,5.7,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia III,NA,% day-1,NA,larvae,5.7,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia III,NA,% day-1,NA,larvae,5.7,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia III,NA,% day-1,NA,larvae,5.7,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia III,NA,% day-1,NA,larvae,5.7,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia IV,NA,% day-1,NA,larvae,4.4,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia IV,NA,% day-1,NA,larvae,4.4,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia IV,NA,% day-1,NA,larvae,4.4,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia IV,NA,% day-1,NA,larvae,4.4,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,excretion calyptotis I,NA,ug N d-1,NA,larvae,0.05,"parameter, validation",overwintering,function,maintenance _excretion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,excretion calyptotis II,NA,ug N d-1,NA,larvae,0.11,"parameter, validation",overwintering,function,maintenance _excretion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,excretion calyptotis III,NA,ug N d-1,NA,larvae,0.26,"parameter, validation",overwintering,function,maintenance _excretion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,excretion furcilia I,NA,ug N d-1,NA,larvae,0.45,"parameter, validation",overwintering,function,maintenance _excretion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,excretion furcilia II,NA,ug N d-1,NA,larvae,0.6,"parameter, validation",overwintering,function,maintenance _excretion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,excretion furcilia III,NA,ug N d-1,NA,larvae,0.78,"parameter, validation",overwintering,function,maintenance _excretion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,excretion furcilia IV,NA,ug N d-1,NA,larvae,0.72,"parameter, validation",overwintering,function,maintenance _excretion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion calyptotis I,NA,ug N d-1,NA,larvae,1.21,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion calyptotis II,NA,ug N d-1,NA,larvae,2.35,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion calyptotis III,NA,ug N d-1,NA,larvae,4.95,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion furcilia I,NA,ug N d-1,NA,larvae,3.49,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion furcilia II,NA,ug N d-1,NA,larvae,2.39,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion furcilia III,NA,ug N d-1,NA,larvae,3.25,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,ingestion furcilia IV,NA,ug N d-1,NA,larvae,2.41,"parameter, validation",overwintering,function,ingestion
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis I,NA,% day-1,NA,larvae,14.5,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis II,NA,% day-1,NA,larvae,14.5,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration calyptotis III,NA,% day-1,NA,larvae,13.6,"parameter, validation",overwintering,function,assimilation
Fach et al (2008),biochemically based modeling study of antarctic krill euphausia superba growth and development,model,years,"spring, summer, autumn, winter",NA,Circumpolar,Polar lipid (%DW) vs total lipid (%DW): Polar lipid = 1.86+0.272*total_lipid,linear regression of values from literature,intercept,67,NA,1.86,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Fach et al (2008),biochemically based modeling study of antarctic krill euphausia superba growth and development,model,years,"spring, summer, autumn, winter",NA,Circumpolar,Polar lipid (%DW) vs total lipid (%DW): Polar lipid = 1.86+0.272*total_lipid,linear regression of values from literature,slope,67,NA,0.272,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia I,NA,% day-1,NA,larvae,5.6,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia II,NA,% day-1,NA,larvae,2.9,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia III,NA,% day-1,NA,larvae,3.2,"parameter, validation",overwintering,function,assimilation
Huntley and Brinton (1990),mesoscale variation in growth and early development of euphausia-superba dana in the western bransfield strait region,observation,months,summer,1986-1987,Gerlache Strait,daily ration furcilia IV,NA,% day-1,NA,larvae,1.9,"parameter, validation",overwintering,function,assimilation
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,larvae winter growth rate,plummet nets,mm d-1,NA,larvae,0.07,"parameter, validation",overwintering,state_var,tissue_reserves_carbs
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,larvae winter growth rate,plummet nets,mm d-1,NA,larvae,0.07,"parameter, validation",overwintering,state_var,tissue_reserves_proteins
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,larvae winter growth rate,plummet nets,mm d-1,NA,larvae,0.07,"parameter, validation",overwintering,state_var,tissue_reserves_lipids
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,intermoult period larvae,plummet nets,days,NA,larvae,20,"parameter, validation",overwintering,function,maintenance _moulting
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,gut clearance rate,plummet nets,hours,NA,larvae,1.58,"parameter, validation",overwintering,function,assimilation
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,ingestion rate ice floe I,plummet nets,ng krill-1 h-1,20,larvae,3.5,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,ingestion rate ice floe II,plummet nets,ng krill-1 h-1,20,larvae,3.4,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,ingestion rate ice edge I,plummet nets,ng krill-1 h-1,25,larvae,13.3,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,ingestion rate ice edge I,plummet nets,ng krill-1 h-1,25,larvae,9.2,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,ingestion rate ice floe III,plummet nets,ng krill-1 h-1,20,larvae,2.9,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,ingestion rate ice floe IV,plummet nets,ng krill-1 h-1,25,larvae,2.5,"parameter, validation",overwintering,function,ingestion
Daly (1990),"overwintering development, growth, and feeding of larval euphausia-superba in the antarctic marginal ice-zone",observation,months,winter,1988,Scotia Sea,ingestion rate ice floe V,plummet nets,ng krill-1 h-1,25,larvae,2.6,"parameter, validation",overwintering,function,ingestion
